nan,0.000000000000000000e+00,2.500000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,8.500000000000000000e+00,9.000000000000000000e+00,9.500000000000000000e+00,9.750000000000000000e+00,1.000000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.779583333333333295e-01,6.789583333333332194e-01,1.631083333333333441e+00,2.777249999999999996e+00,4.387833333333333030e+00,4.684499999999999886e+00,4.684499999999999886e+00,4.684499999999999886e+00,4.684499999999999886e+00,3.752083333333333659e+00,2.676541666666666597e+00,1.429750000000000076e+00,3.250833333333333353e-01,4.550000000000000572e-02,0.000000000000000000e+00
1.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,5.761666666666666048e-01,1.940166666666666373e+00,4.165666666666666629e+00,6.536999999999999922e+00,9.451666666666666217e+00,9.927999999999999048e+00,9.927999999999999048e+00,9.927999999999999048e+00,9.927999999999999048e+00,8.186666666666667425e+00,6.088833333333333542e+00,3.539000000000000146e+00,1.103666666666666574e+00,2.680000000000000160e-01,0.000000000000000000e+00
2.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.061791666666666467e+00,3.460958333333332693e+00,7.064916666666666067e+00,1.068075000000000152e+01,1.471649999999999814e+01,1.537283333333333246e+01,1.537283333333333246e+01,1.537283333333333246e+01,1.537283333333333246e+01,1.291624999999999979e+01,9.845541666666665748e+00,5.983583333333332810e+00,2.182083333333333375e+00,8.066666666666666430e-01,7.766666666666667551e-02
3.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.673000000000000043e+00,5.381874999999999964e+00,1.055870833333333358e+01,1.541229166666666650e+01,2.032508333333333184e+01,2.109041666666666615e+01,2.109041666666666615e+01,2.109041666666666615e+01,2.109041666666666615e+01,1.808687500000000270e+01,1.413095833333333218e+01,8.978374999999999773e+00,3.711666666666667336e+00,1.741791666666666627e+00,4.845833333333333659e-01
4.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.319291666666666529e+00,7.483624999999999972e+00,1.436149999999999949e+01,2.035741666666666916e+01,2.601341666666666086e+01,2.681225000000000236e+01,2.681225000000000236e+01,2.681225000000000236e+01,2.681225000000000236e+01,2.343366666666666731e+01,1.866429166666666717e+01,1.225933333333333586e+01,5.487166666666666970e+00,2.910874999999999435e+00,1.212916666666666421e+00
5.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.986625000000000085e+00,9.817083333333334494e+00,1.846162499999999795e+01,2.550025000000000475e+01,3.173495833333332783e+01,3.253008333333333013e+01,3.253008333333333013e+01,3.253008333333333013e+01,3.253008333333333013e+01,2.891212500000000318e+01,2.339974999999999739e+01,1.578250000000000064e+01,7.467125000000000234e+00,4.258083333333332554e+00,2.119916666666666671e+00
6.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,3.736666666666666803e+00,1.247733333333333405e+01,2.283095833333333147e+01,3.079445833333333482e+01,3.745691666666666464e+01,3.825508333333333155e+01,3.825508333333333155e+01,3.825508333333333155e+01,3.825508333333333155e+01,3.447695833333333582e+01,2.829612499999999997e+01,1.949812499999999815e+01,9.589500000000001023e+00,5.701125000000000220e+00,3.147791666666666544e+00
7.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,4.812249999999999694e+00,1.562937500000000135e+01,2.744887500000000102e+01,3.620279166666666981e+01,4.318124999999999858e+01,4.398008333333333297e+01,4.398008333333333297e+01,4.398008333333333297e+01,4.398008333333333297e+01,4.011037499999999767e+01,3.334087500000000404e+01,2.338229166666667069e+01,1.180975000000000108e+01,7.166624999999999801e+00,4.225375000000000547e+00
8.000000000000000000e+03,0.000000000000000000e+00,4.345000000000000528e-01,6.699291666666666423e+00,1.934391666666666865e+01,3.228733333333332922e+01,4.169924999999999926e+01,4.890625000000000000e+01,4.970508333333333439e+01,4.970508333333333439e+01,4.970508333333333439e+01,4.970508333333333439e+01,4.578154166666666924e+01,3.850095833333333672e+01,2.741454166666666836e+01,1.410458333333333236e+01,8.604541666666666089e+00,5.252541666666666664e+00
9.000000000000000000e+03,4.113333333333333286e-01,2.419041666666667201e+00,9.586666666666666003e+00,2.349470833333333530e+01,3.732262499999999505e+01,4.727158333333333218e+01,5.463125000000000142e+01,5.543008333333333582e+01,5.543008333333333582e+01,5.543008333333333582e+01,5.543008333333333582e+01,5.146662500000000051e+01,4.374950000000000472e+01,3.158674999999999855e+01,1.647299999999999898e+01,9.991208333333332803e+00,6.105083333333332973e+00
1.000000000000000000e+04,2.259166666666666767e+00,5.167458333333333265e+00,1.304716666666666391e+01,2.799216666666667308e+01,4.253149999999999409e+01,5.290733333333332666e+01,6.035625000000000995e+01,6.115508333333334434e+01,6.115508333333334434e+01,6.115508333333334434e+01,6.115508333333334434e+01,5.716362499999999613e+01,4.908675000000000210e+01,3.590745833333333081e+01,1.894016666666666637e+01,1.135608333333333242e+01,6.614333333333333620e+00
1.045000000000000000e+04,4.642499999999999183e+00,8.361916666666667552e+00,1.689083333333333314e+01,3.273979166666666885e+01,4.786929166666666191e+01,5.858454166666666652e+01,6.608125000000001137e+01,6.688008333333334576e+01,6.688008333333334576e+01,6.688008333333334576e+01,6.688008333333334576e+01,6.287741666666666873e+01,5.450637500000001268e+01,4.036350000000000193e+01,2.152016666666666467e+01,1.275033333333333196e+01,6.705291666666667538e+00
